Sample (Time) - CH1	Volts - CH1	Volts - CH2	Volts - CH3	Volts - CH4	Volts - CH5	Volts - CH6	Volts - CH7	Volts - CH8
498	8.68E-05	7.81E-05	0.000607204	-0.000357533	-0.000160408	2.14E-05	-0.000197697	-2.99E-05
499	6.49E-05	2.96E-05	0.000563431	-0.000356054	-0.000171709	-6.01E-06	-0.000216436	-1.44E-05
500	2.52E-05	-7.58E-06	0.000526047	-0.0003479	-0.000140953	-1.66E-05	-0.000252724	9.25E-06
501	6.37E-05	3.02E-05	0.000563526	-0.000259066	2.25E-05	9.10E-05	-0.000207567	7.52E-05
502	0.0001791	0.000137234	0.00069313	-0.000143623	0.000283289	0.00032444	-6.22E-05	0.000128174
503	0.000397253	0.000314093	0.000916624	2.32E-05	0.000583935	0.000660324	0.000217724	0.000193548
504	0.000675869	0.000513172	0.00117664	0.000181246	0.000890779	0.00103869	0.000545311	0.00026083
505	0.000926399	0.000695276	0.00142207	0.000222492	0.00109043	0.00135026	0.000858355	0.00025959
506	0.00110726	0.000829363	0.00160446	7.93E-05	0.00102463	0.00143528	0.0010469	0.000150919
507	0.0010972	0.000833416	0.00161152	-0.000249481	0.000627995	0.00121107	0.000976467	-7.53E-05
508	0.000963259	0.000734043	0.00147963	-0.00065546	0.000123692	0.000885296	0.000769997	-0.000324821
509	0.000772381	0.000579882	0.00126772	-0.00107913	-0.000380659	0.000522089	0.000517273	-0.000541878
510	0.000519419	0.000394964	0.00101728	-0.00138841	-0.000782347	0.000156403	0.000184107	-0.00070734
511	0.00027771	0.000220585	0.000776958	-0.001403	-0.000859547	-0.000120497	-6.46E-05	-0.000687647
512	0.000126219	0.000115538	0.000640774	-0.00120683	-0.000726318	-0.000230837	-0.00021472	-0.000539255
513	7.74E-05	7.49E-05	0.000596714	-0.000905609	-0.000494862	-0.00018487	-0.000242043	-0.00034771
514	9.15E-05	6.04E-05	0.000590849	-0.000624132	-0.000288057	-6.83E-05	-0.000211048	-0.000170088
515	0.000103235	7.49E-05	0.000602055	-0.000459337	-0.000187731	1.96E-06	-0.000192928	-8.35E-05
516	0.000129128	0.000107193	0.000630331	-0.000371695	-0.00013504	4.14E-05	-0.0001647	-3.30E-05
517	0.000125313	0.000114202	0.000641823	-0.000351477	-0.000128174	4.51E-05	-0.000161219	-2.90E-05
518	0.000141668	0.000128174	0.000661802	-0.000326347	-0.000107861	6.55E-05	-0.000141573	-1.81E-05
519	0.000172424	0.000137854	0.000672626	-0.000292921	-7.96E-05	9.59E-05	-0.000110626	6.34E-06
520	0.000166464	0.000131083	0.000665379	-0.000299311	-8.60E-05	8.88E-05	-0.000117588	9.06E-07
521	0.000156736	0.000125027	0.00065589	-0.000313616	-9.71E-05	7.68E-05	-0.00012908	-7.44E-06
522	0.000132227	0.000116634	0.000647449	-0.000341129	-0.000120115	5.18E-05	-0.000153542	-2.61E-05
523	0.000142956	0.000127268	0.000661421	-0.000326347	-0.000106382	6.60E-05	-0.000141525	-1.77E-05
524	0.00017271	0.000137281	0.000672054	-0.000293159	-7.92E-05	9.52E-05	-0.000112104	5.63E-06
525	0.000165844	0.000131655	0.000664663	-0.00030098	-8.75E-05	8.74E-05	-0.000118542	-9.54E-08
526	0.00015564	0.000124025	0.000657034	-0.000313616	-9.57E-05	7.75E-05	-0.000127649	-6.29E-06
527	0.000132942	0.000115633	0.000648642	-0.000339985	-0.000119638	5.20E-05	-0.00015192	-2.54E-05
528	0.000143194	0.000126982	0.000662041	-0.000326014	-0.000107336	6.43E-05	-0.000141096	-1.96E-05
529	0.000171852	0.000137758	0.000672245	-0.000292635	-7.84E-05	9.47E-05	-0.000111675	3.15E-06
530	0.000166178	0.000132561	0.000665379	-0.000300121	-8.71E-05	8.83E-05	-0.00011754	-9.54E-08
531	0.000156307	0.000124788	0.000656366	-0.000313473	-9.77E-05	7.68E-05	-0.000128508	-7.01E-06
532	0.000131941	0.00011673	0.000647831	-0.000339031	-0.000118971	5.28E-05	-0.000151825	-2.50E-05
533	0.000142384	0.000126743	0.00066061	-0.000325441	-0.000107193	6.49E-05	-0.000140858	-1.92E-05
534	0.000172234	0.000137043	0.000672531	-0.00029335	-7.88E-05	9.49E-05	-0.000111866	4.01E-06
535	0.000166464	0.000131464	0.000666428	-0.000300455	-8.59E-05	8.85E-05	-0.000118303	0
536	0.000155497	0.000125217	0.000657368	-0.000313187	-9.61E-05	7.75E-05	-0.000127745	-6.91E-06
537	0.000130463	0.000116539	0.000649023	-0.00034008	-0.000119877	5.25E-05	-0.000152016	-2.48E-05
538	0.000141668	0.000126791	0.000661898	-0.000327587	-0.000108051	6.45E-05	-0.000141859	-1.86E-05
539	0.000172138	0.000137091	0.000672436	-0.000293112	-7.94E-05	9.55E-05	-0.000112677	3.48E-06
540	0.000166368	0.000132465	0.000666809	-0.000300741	-8.64E-05	8.83E-05	-0.000118303	-1.91E-07
541	0.000156355	0.000125074	0.000656891	-0.000313377	-9.57E-05	7.71E-05	-0.000128269	-5.77E-06
542	0.000131893	0.000116682	0.000649261	-0.000339222	-0.000119781	5.31E-05	-0.000152349	-2.41E-05
543	0.000140715	0.000127459	0.000662088	-0.000326443	-0.0001091	6.44E-05	-0.000142431	-1.85E-05
544	0.000172091	0.000137424	0.000673056	-0.000294209	-8.03E-05	9.60E-05	-0.00011282	5.15E-06
545	0.000166416	0.000131178	0.000664663	-0.000300598	-8.76E-05	8.82E-05	-0.000119495	1.43E-06
546	0.000157213	0.000125265	0.0006567	-0.000311089	-9.33E-05	7.98E-05	-0.000126457	-4.86E-06
547	0.000141907	0.000126171	0.000657701	-0.000323677	-9.34E-05	7.49E-05	-0.000139284	-1.88E-05
548	0.000162792	0.000151873	0.000686693	-0.000295353	-4.87E-05	0.000113964	-0.000112867	-4.48E-06
549	0.000208187	0.000176382	0.0007164	-0.000242996	1.59E-05	0.000175858	-6.33E-05	2.83E-05
550	0.000217819	0.00018568	0.000727463	-0.000227833	4.83E-05	0.000199986	-4.82E-05	3.46E-05
551	0.000223827	0.000195694	0.000739002	-0.000217581	7.72E-05	0.000223541	-3.68E-05	3.75E-05
552	0.000215721	0.000202847	0.000750828	-0.000221205	9.37E-05	0.000231504	-4.12E-05	2.97E-05
553	0.000239992	0.000225592	0.000781059	-0.000187159	0.00014348	0.000273418	-1.24E-05	4.55E-05
554	0.000286055	0.000252438	0.000811625	-0.00013237	0.000212193	0.000337172	3.81E-05	7.91E-05
555	0.000295115	0.000262022	0.000824499	-0.000116014	0.000241566	0.000361729	5.37E-05	8.52E-05
556	0.000299644	0.000268269	0.000834608	-0.000107622	0.000270224	0.0003829	6.32E-05	8.89E-05
557	0.000288582	0.00027523	0.000842667	-0.000115681	0.00028367	0.000389385	5.77E-05	7.88E-05
558	0.000308561	0.000298691	0.000871706	-8.75E-05	0.000325584	0.000425625	8.27E-05	9.28E-05
559	0.000353003	0.000321817	0.000897932	-3.67E-05	0.000384331	0.000481844	0.000128555	0.000124121
560	0.000357771	0.000326633	0.000904703	-2.68E-05	0.000405216	0.000497389	0.000137949	0.000125885
561	0.000358534	0.000328302	0.000907564	-2.62E-05	0.000419426	0.000505495	0.000142431	0.000125408
562	0.000345039	0.000329065	0.000910091	-4.12E-05	0.000419855	0.000502729	0.000128174	0.000114298
563	0.000357437	0.000346708	0.000931358	-2.09E-05	0.000444221	0.000526094	0.000144911	0.000123167
564	0.000394487	0.000358868	0.000947046	1.91E-05	0.000485373	0.000566387	0.00018239	0.000149202
565	0.000391626	0.000355291	0.000943327	1.47E-05	0.000486803	0.000565958	0.000181389	0.000144672
566	0.000382042	0.000348377	0.000934839	4.15E-06	0.000479317	0.000556278	0.000172234	0.000138903
567	0.000359488	0.000339794	0.00092597	-2.10E-05	0.000457573	0.000532913	0.000150156	0.000121975
568	0.000365925	0.000349045	0.000936556	-1.35E-05	0.000461006	0.000539541	0.000155258	0.000126171
569	0.000391483	0.000358772	0.000944901	1.53E-05	0.000478315	0.000561857	0.000180197	0.000149441
570	0.000379515	0.000348234	0.000932217	1.00E-06	0.000457811	0.000543261	0.000165272	0.000141144
571	0.000361919	0.000331259	0.000912905	-2.03E-05	0.000430536	0.000516129	0.000146914	0.000129223
572	0.000329065	0.000315857	0.000893688	-5.76E-05	0.000386095	0.00047431	0.000112581	0.000104523
573	0.000327063	0.000315046	0.000893497	-6.28E-05	0.000368452	0.000463438	0.000106287	0.000103426
574	0.000346088	0.000314188	0.000889969	-4.73E-05	0.000368834	0.000467062	0.000120354	0.000119066
575	0.000328636	0.000296068	0.000866652	-7.20E-05	0.000330496	0.000435543	9.82E-05	0.000107002
576	0.0003057	0.000275087	0.000842333	-9.97E-05	0.000287533	0.00039854	7.19E-05	9.29E-05
577	0.000270367	0.000253677	0.000816727	-0.000143242	0.000229836	0.000345469	3.27E-05	6.60E-05
578	0.000261211	0.000248194	0.000810099	-0.00015564	0.000200939	0.000320959	1.80E-05	5.88E-05
579	0.000276375	0.000243807	0.000801706	-0.000143671	0.000191116	0.000319099	2.76E-05	7.26E-05
580	0.000255537	0.000224161	0.000775146	-0.000172806	0.000144291	0.000279856	1.48E-06	5.81E-05
581	0.000230694	0.000203323	0.000749779	-0.000205469	9.63E-05	0.000238609	-2.70E-05	4.24E-05
582	0.000193262	0.000178003	0.000719786	-0.000253105	3.55E-05	0.000183392	-6.93E-05	1.47E-05
583	0.000182915	0.000173187	0.000713778	-0.000266838	4.43E-06	0.000157976	-8.41E-05	8.87E-06
584	0.00019865	0.000169468	0.000706625	-0.00025425	-3.10E-06	0.00015893	-7.42E-05	2.27E-05
585	0.000181389	0.00015049	0.000682592	-0.000277805	-4.52E-05	0.000123835	-9.87E-05	9.25E-06
586	0.000160742	0.000129461	0.000660324	-0.000304794	-8.45E-05	8.85E-05	-0.000122833	-4.15E-06
587	0.00013442	0.00011692	0.000648451	-0.000336599	-0.000116396	5.59E-05	-0.000150013	-2.28E-05
588	0.000139332	0.000126266	0.000660229	-0.000328159	-0.000109386	6.32E-05	-0.000144768	-1.99E-05
589	0.000169802	0.000139093	0.00067215	-0.00029583	-8.17E-05	9.37E-05	-0.000114965	3.62E-06
590	0.000165796	0.000134659	0.000665998	-0.000300455	-8.64E-05	8.83E-05	-0.000118542	1.43E-07
591	0.00015521	0.000125885	0.000657988	-0.000311422	-9.60E-05	7.82E-05	-0.000127888	-5.77E-06
592	0.000133801	0.000117683	0.000648308	-0.000336933	-0.00011673	5.56E-05	-0.000148678	-2.26E-05
593	0.000139761	0.000126457	0.0006598	-0.000329542	-0.000109959	6.18E-05	-0.000143719	-2.06E-05
594	0.00017128	0.000137758	0.000671577	-0.00029521	-8.00E-05	9.26E-05	-0.000114059	4.24E-06
595	0.000167131	0.000132036	0.000666094	-0.000299549	-8.54E-05	8.91E-05	-0.00011797	1.86E-06
596	0.000156307	0.000125074	0.000657606	-0.000311184	-9.57E-05	7.86E-05	-0.000126886	-6.34E-06
597	0.000134516	0.000117588	0.000648928	-0.000335836	-0.000116444	5.64E-05	-0.000147867	-2.25E-05
598	0.000138426	0.000126028	0.000660753	-0.0003304	-0.000111961	6.22E-05	-0.000144053	-2.09E-05
599	0.000168705	0.000137377	0.00067215	-0.000295877	-8.21E-05	9.26E-05	-0.000113583	4.01E-06
600	0.000166178	0.000132513	0.000665665	-0.000300264	-8.63E-05	8.85E-05	-0.000118208	1.48E-06
601	0.000157452	0.000124836	0.00065856	-0.000313187	-9.58E-05	7.84E-05	-0.000126839	-5.96E-06
602	0.000135708	0.000117445	0.000649357	-0.00033679	-0.000116158	5.69E-05	-0.000149059	-2.16E-05
603	0.000138855	0.000125504	0.00065999	-0.000330687	-0.000110912	6.26E-05	-0.000145054	-2.06E-05
604	0.000170183	0.000136566	0.00067153	-0.000295496	-8.12E-05	9.33E-05	-0.000114489	3.72E-06
605	0.000167894	0.000132513	0.000666428	-0.000298452	-8.53E-05	8.97E-05	-0.00011692	3.05E-06
606	0.000157404	0.000126886	0.00065856	-0.000310659	-9.50E-05	7.88E-05	-0.000126171	-3.48E-06
607	0.000135136	0.000118065	0.000649261	-0.000335169	-0.000115919	5.55E-05	-0.00014801	-2.09E-05
608	0.000137758	0.000124645	0.000660133	-0.000330114	-0.000112104	6.12E-05	-0.000144863	-2.10E-05
609	0.000168848	0.000136328	0.000672483	-0.000295258	-8.14E-05	9.34E-05	-0.000114298	2.05E-06
610	0.000167322	0.000132847	0.000667286	-0.000298786	-8.52E-05	8.92E-05	-0.000117826	1.10E-06
611	0.000156927	0.000127029	0.000659037	-0.000311899	-9.66E-05	7.79E-05	-0.000127554	-5.67E-06
612	0.000135565	0.000118065	0.000650358	-0.000335646	-0.000115919	5.62E-05	-0.000148392	-2.05E-05
613	0.000137854	0.000125504	0.000660658	-0.000330734	-0.00011034	6.12E-05	-0.000146294	-1.98E-05
614	0.000169182	0.000137711	0.000672817	-0.00029664	-8.19E-05	9.19E-05	-0.000115919	3.53E-06
615	0.000167465	0.00013299	0.000666523	-0.000299454	-8.54E-05	8.90E-05	-0.000117874	8.58E-07
616	0.000158739	0.000126791	0.000658464	-0.000311899	-9.47E-05	7.85E-05	-0.000126696	-5.58E-06
617	0.000136042	0.000117826	0.000649357	-0.000336075	-0.000114298	5.58E-05	-0.000148392	-2.16E-05
618	0.000138521	0.000125694	0.000659275	-0.000331354	-0.000110626	5.99E-05	-0.000144958	-2.09E-05
619	0.000169659	0.000136948	0.000671959	-0.000296068	-8.05E-05	9.20E-05	-0.000114346	2.81E-06
620	0.000168514	0.00013237	0.000665855	-0.000297642	-8.40E-05	8.94E-05	-0.000117111	2.34E-06
621	0.000157785	0.000126934	0.00065856	-0.00031085	-9.61E-05	7.79E-05	-0.000128794	-5.77E-06
622	0.000137186	0.000117779	0.00064888	-0.000334597	-0.000116062	5.66E-05	-0.000149822	-2.29E-05
623	0.000138474	0.000124979	0.000659847	-0.000330734	-0.000111485	6.04E-05	-0.000145531	-2.22E-05
624	0.00016923	0.000137472	0.000672388	-0.000296688	-8.14E-05	9.23E-05	-0.000114727	2.00E-06
625	0.000168419	0.000133753	0.000666809	-0.000297976	-8.35E-05	8.91E-05	-0.000116825	7.15E-07
626	0.00015769	0.000126314	0.000659037	-0.000311565	-9.41E-05	7.82E-05	-0.000126505	-5.67E-06
627	0.000136232	0.000117922	0.000649595	-0.000335026	-0.000115585	5.72E-05	-0.000148153	-2.11E-05
628	0.000137854	0.000124025	0.000659132	-0.000331497	-0.000112724	5.93E-05	-0.000146818	-2.22E-05
629	0.000167704	0.000136805	0.000672674	-0.000296545	-8.22E-05	9.02E-05	-0.00011611	1.14E-06
630	0.000168037	0.000132704	0.000667381	-0.000298834	-8.53E-05	8.92E-05	-0.000117588	1.43E-07
631	0.000156689	0.000126648	0.000660133	-0.000311327	-9.60E-05	7.86E-05	-0.000128174	-6.44E-06
632	0.000135422	0.000116014	0.0006495	-0.000334597	-0.000115585	5.70E-05	-0.00014801	-2.18E-05
633	0.000136757	0.000124025	0.000658512	-0.000331926	-0.000113297	6.05E-05	-0.000146914	-2.24E-05
634	0.000167274	0.000136518	0.000671625	-0.000297976	-8.25E-05	9.21E-05	-0.00011673	2.10E-06
635	0.000167418	0.000133085	0.000665617	-0.000298595	-8.46E-05	8.97E-05	-0.00011673	7.15E-07
636	0.000156784	0.000125122	0.000658274	-0.000312281	-9.59E-05	7.73E-05	-0.000128078	-5.20E-06
637	0.000137281	0.000117159	0.0006495	-0.000334787	-0.000115299	5.73E-05	-0.00014782	-2.12E-05
638	0.000137615	0.000124216	0.000657511	-0.000331306	-0.000112581	5.94E-05	-0.00014677	-2.20E-05
639	0.000167608	0.000137281	0.000671339	-0.00029788	-8.26E-05	9.10E-05	-0.000116205	2.57E-06
640	0.000167465	0.000134039	0.000666761	-0.000298929	-8.50E-05	9.04E-05	-0.000116491	2.43E-06
641	0.00015707	0.000126028	0.000658655	-0.000311041	-9.66E-05	7.86E-05	-0.000127172	-4.82E-06
642	0.000137329	0.000117016	0.000648594	-0.000334549	-0.000116158	5.65E-05	-0.000148153	-2.06E-05
643	0.000135517	0.000124454	0.000657463	-0.000333929	-0.000114393	5.84E-05	-0.000147152	-2.27E-05
644	0.000167704	0.000137424	0.000671816	-0.000298405	-8.30E-05	9.05E-05	-0.000115585	1.48E-06
645	0.000169706	0.000134468	0.000666428	-0.000298166	-8.44E-05	8.96E-05	-0.000115728	2.57E-06
646	0.000158882	0.000126886	0.00065856	-0.000310993	-9.59E-05	7.89E-05	-0.00012598	-5.82E-06
647	0.000144196	0.000124454	0.000655603	-0.00032773	-0.000107241	6.55E-05	-0.000139856	-1.54E-05
648	0.000157404	0.000145864	0.000682974	-0.000311232	-8.90E-05	8.32E-05	-0.000122976	-7.92E-06
649	0.000203753	0.000170898	0.000716496	-0.000260067	-4.12E-05	0.000134087	-7.25E-05	2.74E-05
650	0.000219631	0.000180817	0.000732374	-0.00024457	-2.10E-05	0.000152445	-5.26E-05	3.92E-05
651	0.000223589	0.000187302	0.000744247	-0.000241327	-1.07E-05	0.000163364	-4.28E-05	4.15E-05
652	0.00021677	0.000191641	0.000753307	-0.000250387	-1.39E-05	0.000157547	-4.69E-05	3.91E-05
653	0.000226545	0.00020833	0.000777388	-0.000233555	7.63E-07	0.000171804	-3.29E-05	4.48E-05
654	0.000268126	0.000230742	0.000804138	-0.000188828	4.33E-05	0.000215816	9.97E-06	7.59E-05
655	0.000276279	0.000235224	0.000809813	-0.000181675	5.04E-05	0.000224066	1.95E-05	8.29E-05
656	0.000272179	0.000230169	0.000806761	-0.000188875	4.61E-05	0.000219059	1.56E-05	7.91E-05
657	0.000251102	0.000221539	0.000796366	-0.000211525	2.68E-05	0.000197983	-4.86E-06	6.38E-05
658	0.000243092	0.000225687	0.000800133	-0.000216627	2.06E-05	0.000191832	-1.28E-05	5.77E-05
659	0.000267887	0.000229168	0.000803661	-0.000188351	4.26E-05	0.000216532	9.25E-06	7.62E-05
660	0.000259066	0.000217009	0.00078578	-0.000197077	2.90E-05	0.000204945	-1.53E-06	7.00E-05
661	0.000236797	0.000200653	0.000762129	-0.000225353	3.77E-06	0.000178385	-2.63E-05	5.29E-05
662	0.000203419	0.00017848	0.000734377	-0.000263882	-3.22E-05	0.000141239	-6.30E-05	2.68E-05
663	0.000185871	0.000170755	0.000722075	-0.000281191	-5.33E-05	0.000118589	-8.52E-05	1.39E-05
664	0.000202799	0.000170708	0.000716066	-0.000260544	-4.05E-05	0.000132084	-7.38E-05	2.54E-05
665	0.000189924	0.000154638	0.0006917	-0.000276279	-5.96E-05	0.000115204	-9.06E-05	1.79E-05
666	0.000164843	0.000133896	0.000665569	-0.000303078	-8.79E-05	8.62E-05	-0.00011797	-9.54E-08
667	0.000139666	0.000118542	0.000649261	-0.000332355	-0.000112963	5.87E-05	-0.000146008	-1.87E-05
668	0.000135946	0.000124502	0.00065794	-0.000333452	-0.000114536	5.73E-05	-0.000147438	-2.27E-05
669	0.000167084	0.000136709	0.000671101	-0.000299263	-8.41E-05	8.90E-05	-0.000117016	3.81E-07
670	0.000168371	0.000133514	0.000666046	-0.000298309	-8.32E-05	8.96E-05	-0.000115919	2.53E-06
671	0.000156736	0.000127268	0.000657749	-0.000311661	-9.55E-05	7.72E-05	-0.000127363	-5.91E-06
672	0.000137997	0.00011816	0.000647306	-0.000333309	-0.000112867	5.82E-05	-0.000146055	-1.93E-05
673	0.000136185	0.000124359	0.000657368	-0.000333643	-0.000112772	5.77E-05	-0.00014739	-2.19E-05
674	0.000167418	0.000136471	0.000672197	-0.000298071	-8.30E-05	9.03E-05	-0.000115585	1.34E-06
675	0.000169611	0.000133324	0.000667953	-0.000296307	-8.25E-05	9.17E-05	-0.000114012	3.53E-06
676	0.000158739	0.000126886	0.000658417	-0.000309515	-9.42E-05	7.98E-05	-0.000126791	-4.48E-06
677	0.00013895	0.000117636	0.000648832	-0.000331354	-0.000112057	6.00E-05	-0.000146198	-1.87E-05
678	0.000134516	0.000124216	0.000656557	-0.000333357	-0.000114298	5.73E-05	-0.000148392	-2.29E-05
679	0.000166321	0.000136566	0.000671625	-0.000298405	-8.39E-05	8.90E-05	-0.00011692	-7.15E-07
680	0.000169134	0.000134134	0.000668049	-0.000296164	-8.27E-05	9.03E-05	-0.000114632	1.62E-06
681	0.000158644	0.000126982	0.000660181	-0.000310707	-9.56E-05	7.92E-05	-0.000125933	-7.20E-06
682	0.000140047	0.000117683	0.000649166	-0.000332355	-0.00011344	6.03E-05	-0.000143766	-1.94E-05
683	0.000134754	0.00012393	0.000657511	-0.000334501	-0.00011549	5.83E-05	-0.000147486	-2.27E-05
684	0.000165272	0.000136662	0.000671339	-0.000299644	-8.57E-05	8.93E-05	-0.000117207	0
685	0.000166416	0.000132179	0.000662851	-0.000296879	-8.63E-05	9.06E-05	-0.000117111	2.53E-06
686	0.00013423	0.000111723	0.000635481	-0.00031848	-0.000117159	6.70E-05	-0.000149918	-8.54E-06
687	6.89E-05	5.39E-05	0.000579643	-0.00037365	-0.000179577	-1.38E-06	-0.000214243	-3.54E-05
688	1.49E-05	4.43E-06	0.000536251	-0.000402403	-0.000210667	-5.37E-05	-0.000263691	-3.94E-05
689	2.87E-05	-1.91E-07	0.000533438	-0.000328875	-0.000108814	4.05E-06	-0.000248957	2.50E-05
690	0.000105715	6.31E-05	0.000601435	-0.000206327	9.97E-05	0.000158596	-0.000162458	0.000103521
691	0.000249767	0.00018301	0.000749207	-7.43E-05	0.000382137	0.000429726	2.59E-05	0.000163507
692	0.000451994	0.000351572	0.000962591	5.06E-05	0.000643969	0.000734854	0.000282478	0.000204468
693	0.000700378	0.000544596	0.0012229	0.000162315	0.000917578	0.0010879	0.000588369	0.000238848
694	0.000982237	0.000743198	0.00148649	0.000209999	0.00110817	0.00140262	0.000927591	0.000245905
695	0.00114298	0.000856829	0.00163708	3.67E-05	0.000972462	0.00142326	0.00107546	0.000117826
696	0.00109997	0.000825691	0.00159683	-0.000314569	0.000532103	0.00116353	0.00096097	-0.000116205
697	0.000911379	0.000688267	0.00141597	-0.000775099	-1.33E-05	0.000784588	0.000705814	-0.000387383
698	0.000675106	0.00052371	0.0011939	-0.00121746	-0.000536442	0.000390244	0.000400686	-0.000623322
699	0.000456142	0.000354862	0.000960159	-0.00141559	-0.000828075	8.05E-05	0.000114965	-0.000722075
700	0.00025115	0.000198317	0.000746059	-0.00134492	-0.000820303	-0.000144291	-9.16E-05	-0.000646162
701	0.000134373	0.000110626	0.000633192	-0.00110512	-0.000649118	-0.000204563	-0.000203133	-0.000472784
702	6.44E-05	5.66E-05	0.000575733	-0.000845289	-0.000451612	-0.000173903	-0.000249672	-0.000305843
703	5.27E-05	4.61E-05	0.000576162	-0.000616741	-0.000293922	-8.80E-05	-0.00024662	-0.000172281
704	0.000110388	9.03E-05	0.000617218	-0.000428963	-0.000169086	1.56E-05	-0.000183535	-6.73E-05
705	0.000152159	0.000124884	0.000648785	-0.000335884	-0.000110483	6.55E-05	-0.000140285	-1.39E-05
706	0.000155401	0.00012722	0.000655794	-0.000315714	-9.92E-05	7.53E-05	-0.00013113	-7.39E-06
707	0.000139999	0.000119448	0.000649261	-0.000330782	-0.000111151	6.18E-05	-0.000144577	-1.75E-05
708	0.000135136	0.000122976	0.000656414	-0.000334835	-0.000114775	5.80E-05	-0.000148392	-2.30E-05
709	0.000164127	0.000136995	0.00067091	-0.000300884	-8.55E-05	8.80E-05	-0.000118828	4.77E-08
710	0.000170279	0.000134993	0.000666904	-0.000295639	-8.25E-05	9.22E-05	-0.000113916	3.53E-06
711	0.000159025	0.000127935	0.000659657	-0.000308466	-9.33E-05	8.05E-05	-0.000125265	-5.39E-06
712	0.00014081	0.0001194	0.000649738	-0.000330734	-0.000111008	6.05E-05	-0.000143337	-1.83E-05
713	0.000133657	0.000123692	0.000655699	-0.000336075	-0.000117111	5.66E-05	-0.000149393	-2.29E-05
714	0.000164413	0.000137472	0.00067091	-0.000300503	-8.65E-05	8.82E-05	-0.000119019	6.20E-07
715	0.000170612	0.000134659	0.000667381	-0.00029459	-8.16E-05	9.32E-05	-0.000113106	4.96E-06
716	0.000158691	0.000127125	0.000659037	-0.000309324	-9.46E-05	8.05E-05	-0.000125933	-4.34E-06
717	0.000141191	0.000119305	0.000649929	-0.000329494	-0.000112104	6.09E-05	-0.000144053	-1.68E-05
718	0.000133181	0.000123835	0.000655413	-0.000334978	-0.000115681	5.49E-05	-0.000149775	-2.44E-05
719	0.000164032	0.00013566	0.000670099	-0.000300932	-8.59E-05	8.65E-05	-0.000119543	-2.43E-06
720	0.000170898	0.000134373	0.000666904	-0.000296259	-8.22E-05	9.16E-05	-0.000113297	2.62E-06
721	0.000158453	0.000127363	0.000658846	-0.00031023	-9.45E-05	7.82E-05	-0.000126123	-5.29E-06
722	0.000141525	0.0001194	0.000650024	-0.000330734	-0.000111866	6.01E-05	-0.000143671	-1.75E-05
723	0.000133324	0.000123549	0.000656033	-0.000336027	-0.000116873	5.51E-05	-0.000150347	-2.40E-05
724	0.000164223	0.000136995	0.000670767	-0.000300741	-8.61E-05	8.78E-05	-0.000119448	-1.91E-07
725	0.00017066	0.000134516	0.000667953	-0.00029521	-8.12E-05	9.24E-05	-0.000113821	5.29E-06
726	0.000159407	0.000126791	0.000658941	-0.000309277	-9.32E-05	8.04E-05	-0.000126076	-3.15E-06
727	0.000141382	0.00011878	0.000648308	-0.000329447	-0.000110626	6.22E-05	-0.000142717	-1.59E-05
728	0.000133038	0.000123119	0.000654793	-0.000336218	-0.00011673	5.50E-05	-0.000150633	-2.36E-05
729	0.000162649	0.000136757	0.000670481	-0.000300741	-8.62E-05	8.72E-05	-0.000119495	3.81E-07
730	0.000169611	0.000134993	0.000667381	-0.000293684	-8.22E-05	9.35E-05	-0.000113535	6.15E-06
731	0.000156784	0.000128222	0.000659418	-0.000308323	-9.37E-05	8.03E-05	-0.000126743	-4.96E-06
732	0.000140095	0.000119352	0.000649309	-0.000329733	-0.000110006	6.20E-05	-0.000143528	-1.76E-05
733	0.000133276	0.000122786	0.000654602	-0.000335789	-0.000115442	5.58E-05	-0.000150061	-2.50E-05
734	0.000163698	0.000136757	0.000669193	-0.000301886	-8.55E-05	8.67E-05	-0.000119734	-1.76E-06
735	0.000172901	0.000137854	0.000668764	-0.000292015	-7.51E-05	9.88E-05	-0.000110435	4.96E-06
736	0.000170994	0.000141764	0.000673246	-0.000291443	-6.17E-05	0.000107956	-0.000110388	2.43E-06
737	0.000166607	0.000147295	0.000679779	-0.000292969	-4.30E-05	0.000118351	-0.000108957	-1.96E-06
738	0.000171328	0.000166893	0.000704432	-0.000280857	-1.35E-05	0.000141048	-9.66E-05	-3.81E-07
739	0.000216961	0.000193262	0.000736904	-0.000224638	5.57E-05	0.000205708	-4.64E-05	3.41E-05
740	0.000241566	0.000209522	0.000755501	-0.000193977	0.000101423	0.000245714	-1.87E-05	5.00E-05
741	0.000245142	0.000216913	0.000765991	-0.000187778	0.000128317	0.000264406	-1.04E-05	5.11E-05
742	0.000244188	0.000222015	0.000775385	-0.000185776	0.000151539	0.000279951	-7.06E-06	4.95E-05
743	0.000249624	0.000240135	0.0008008	-0.000170851	0.000183153	0.000305367	5.05E-06	5.26E-05
744	0.000294542	0.000268602	0.00083437	-0.000113773	0.000249052	0.000367594	5.59E-05	8.45E-05
745	0.000317001	0.000281048	0.000849867	-8.59E-05	0.000292492	0.000406504	8.18E-05	0.000100994
746	0.000317144	0.000286484	0.000856256	-8.52E-05	0.000310469	0.000419426	8.51E-05	9.84E-05
747	0.00030818	0.00028224	0.000853157	-9.87E-05	0.000304365	0.000411367	7.37E-05	8.96E-05
748	0.000298691	0.000286627	0.000859451	-0.000105953	0.000299358	0.000405169	6.56E-05	8.14E-05
