Sample (Time) - CH1	Volts - CH1	Volts - CH2	Volts - CH3	Volts - CH4	Volts - CH5	Volts - CH6	Volts - CH7	Volts - CH8
248	0.000161839	0.000135231	0.000670576	-0.000304222	-8.86E-05	8.71E-05	-0.000121546	-3.86E-06
249	0.000173521	0.000135803	0.000669289	-0.000292778	-7.97E-05	9.67E-05	-0.000110626	5.82E-06
250	0.000158215	0.000128031	0.000659847	-0.000310516	-9.50E-05	8.08E-05	-0.000125837	-5.53E-06
251	0.000141335	0.00011797	0.000648642	-0.000330734	-0.000110769	6.25E-05	-0.000142145	-1.71E-05
252	0.000128317	0.000120068	0.000652695	-0.0003407	-0.000120449	5.17E-05	-0.000153255	-2.76E-05
253	0.000161934	0.000136709	0.000671196	-0.000302124	-8.75E-05	8.57E-05	-0.000121593	-2.81E-06
254	0.000175047	0.000137043	0.000669956	-0.000290108	-7.71E-05	9.72E-05	-0.000110197	7.92E-06
255	0.000158978	0.000127983	0.000659847	-0.000307751	-9.27E-05	8.12E-05	-0.000124979	-2.91E-06
256	0.000142717	0.000118542	0.000649357	-0.000327921	-0.000109911	6.35E-05	-0.000141239	-1.62E-05
257	0.000129604	0.000120115	0.000652742	-0.000340319	-0.000120115	5.27E-05	-0.000153589	-2.81E-05
258	0.000162077	0.000135088	0.000670385	-0.000304985	-8.76E-05	8.64E-05	-0.000121975	-3.10E-06
259	0.00017519	0.000135326	0.000669861	-0.000292921	-7.87E-05	9.74E-05	-0.00010891	5.44E-06
260	0.000159836	0.00012722	0.000660229	-0.000308609	-9.39E-05	8.16E-05	-0.00012393	-5.67E-06
261	0.00014267	0.00011816	0.000649643	-0.000328112	-0.000110006	6.33E-05	-0.000141382	-1.65E-05
262	0.000128746	0.000118971	0.000652981	-0.000340986	-0.000120211	5.16E-05	-0.000153637	-2.78E-05
263	0.000163507	0.000134993	0.000669909	-0.000303698	-8.70E-05	8.70E-05	-0.000121403	-4.48E-06
264	0.000175619	0.000136805	0.000668716	-0.000290966	-7.66E-05	9.77E-05	-0.000108719	7.53E-06
265	0.000160742	0.000127935	0.000660324	-0.000308561	-9.39E-05	8.17E-05	-0.000124168	-4.43E-06
266	0.000142717	0.00011816	0.000649405	-0.000328636	-0.000111055	6.48E-05	-0.000140762	-1.60E-05
267	0.000129032	0.000120735	0.000652361	-0.00034194	-0.000121975	5.16E-05	-0.000153923	-2.65E-05
268	0.000165224	0.000140667	0.000673723	-0.000301027	-8.50E-05	8.94E-05	-0.00011797	-1.34E-06
269	0.000190973	0.000154924	0.000689888	-0.000274658	-5.87E-05	0.000116539	-8.92E-05	1.94E-05
270	0.000190926	0.000160265	0.000700998	-0.000275183	-5.58E-05	0.000119781	-8.54E-05	1.66E-05
271	0.000188541	0.000163364	0.000710058	-0.000279045	-5.36E-05	0.000120783	-8.42E-05	1.80E-05
272	0.00019021	0.000178385	0.000734377	-0.000274467	-4.27E-05	0.000130081	-7.49E-05	1.81E-05
273	0.000238419	0.000207138	0.000770712	-0.000222778	8.15E-06	0.000182772	-2.46E-05	5.18E-05
274	0.0002635	0.000217962	0.000787258	-0.000194454	3.27E-05	0.000209236	1.24E-06	7.11E-05
275	0.000257778	0.000218105	0.000790501	-0.000201654	2.96E-05	0.000205326	-1.10E-06	6.85E-05
276	0.000248575	0.000219822	0.000790405	-0.000214338	2.26E-05	0.000196791	-7.25E-06	6.38E-05
277	0.000240993	0.000222969	0.000797701	-0.000221586	1.79E-05	0.000191259	-1.32E-05	5.36E-05
278	0.000276136	0.000239182	0.000816917	-0.00018177	5.44E-05	0.000227308	2.00E-05	7.93E-05
279	0.000285006	0.000239658	0.000813866	-0.000172138	5.96E-05	0.000234318	2.73E-05	8.84E-05
280	0.000261831	0.000224352	0.00079565	-0.000197649	3.45E-05	0.000209522	3.96E-06	7.05E-05
281	0.000235415	0.000204372	0.000771999	-0.000225782	7.30E-06	0.000181437	-2.30E-05	5.32E-05
282	0.000210142	0.000195312	0.000759792	-0.000254488	-1.82E-05	0.000154781	-5.11E-05	3.25E-05
283	0.000229788	0.000197887	0.000759411	-0.00023222	-6.68E-07	0.000172186	-3.45E-05	4.47E-05
284	0.000229549	0.000187111	0.000740767	-0.000233221	-1.02E-05	0.000164557	-4.14E-05	4.62E-05
285	0.000198793	0.000165319	0.000710535	-0.000267124	-4.68E-05	0.000129128	-7.76E-05	2.26E-05
286	0.000167799	0.000143242	0.000679827	-0.000302887	-7.99E-05	9.40E-05	-0.000111151	1.86E-06
287	0.000138664	0.000128746	0.000662184	-0.000332785	-0.000111151	6.28E-05	-0.00014348	-2.08E-05
288	0.000161982	0.00013485	0.000670862	-0.000303364	-8.92E-05	8.59E-05	-0.000121927	-4.58E-06
289	0.000176287	0.00013628	0.000670147	-0.000289154	-7.85E-05	9.82E-05	-0.00010972	6.34E-06
290	0.000160599	0.000128555	0.000660992	-0.000307608	-9.49E-05	8.12E-05	-0.000124741	-4.72E-06
291	0.00014472	0.000118828	0.0006495	-0.00032692	-0.0001091	6.53E-05	-0.000140476	-1.62E-05
292	0.000129318	0.00011878	0.000651598	-0.000342178	-0.000121641	5.07E-05	-0.000154448	-2.85E-05
293	0.00016036	0.000135803	0.000669718	-0.000305986	-8.98E-05	8.27E-05	-0.000123596	-5.01E-06
294	0.000175381	0.000137329	0.000670624	-0.000290108	-7.82E-05	9.73E-05	-0.000109529	7.25E-06
295	0.000160694	0.000127506	0.000660849	-0.000306702	-9.36E-05	8.24E-05	-0.000124264	-3.81E-06
296	0.000145626	0.000119114	0.000650835	-0.000324678	-0.000108099	6.62E-05	-0.000138807	-1.44E-05
297	0.000128794	0.000118542	0.000651455	-0.000341654	-0.000122833	5.06E-05	-0.000154209	-3.03E-05
298	0.000159645	0.000133657	0.000669003	-0.000306749	-9.11E-05	8.26E-05	-0.000123978	-7.92E-06
299	0.000176001	0.000136185	0.000670099	-0.000289965	-7.77E-05	9.72E-05	-0.000109386	5.58E-06
300	0.000161314	0.000127649	0.000660801	-0.000307655	-9.27E-05	8.23E-05	-0.000123072	-5.53E-06
301	0.000146675	0.000119352	0.000650167	-0.000325823	-0.000106478	6.56E-05	-0.000138712	-1.44E-05
302	0.000129175	0.000119209	0.000650883	-0.00034256	-0.00012188	4.97E-05	-0.000155783	-2.88E-05
303	0.000158358	0.000134516	0.000669384	-0.000308943	-9.24E-05	8.01E-05	-0.000126076	-7.58E-06
304	0.000175381	0.000136232	0.000670576	-0.000290966	-7.75E-05	9.69E-05	-0.000109148	6.10E-06
305	0.000159836	0.000128174	0.000661659	-0.000305939	-9.37E-05	8.23E-05	-0.000123358	-4.96E-06
306	0.000144863	0.000118446	0.000649118	-0.000324726	-0.000109005	6.68E-05	-0.000138474	-1.40E-05
307	0.00011282	0.000109339	0.000634098	-0.000347185	-0.00013814	4.40E-05	-0.000171137	-2.88E-05
308	0.00010004	8.44E-05	0.000613165	-0.000342321	-0.000148153	3.48E-05	-0.000183725	-1.98E-05
309	6.77E-05	2.85E-05	0.000560808	-0.000354481	-0.00017066	-5.15E-06	-0.000213718	-1.12E-05
310	2.22E-05	-1.13E-05	0.00052104	-0.000354242	-0.000145721	-2.02E-05	-0.000257349	6.48E-06
311	5.58E-05	2.47E-05	0.00055871	-0.000267887	1.31E-05	8.33E-05	-0.000217056	6.76E-05
312	0.000177193	0.000140333	0.000697041	-0.000143147	0.000283861	0.000325251	-6.24E-05	0.000125885
313	0.000414658	0.000322247	0.000922632	3.96E-05	0.000599003	0.000675774	0.000232887	0.000205755
314	0.00068059	0.000513506	0.00117388	0.000183916	0.000893164	0.00104218	0.000549603	0.000263596
315	0.000922155	0.000694561	0.00142016	0.000217772	0.0010859	0.00134664	0.000856543	0.000255775
316	0.00109868	0.000827503	0.00160031	6.79E-05	0.00101376	0.00142469	0.00103974	0.000144577
317	0.00109477	0.000834465	0.00161338	-0.000254488	0.000623131	0.00120749	0.000973797	-7.94E-05
318	0.000976944	0.000738144	0.00148387	-0.000643682	0.000132608	0.00089612	0.000781822	-0.000317001
319	0.00077405	0.000578213	0.00126505	-0.00107875	-0.00038271	0.000521612	0.000518322	-0.000541735
320	0.000513983	0.000391865	0.00101137	-0.00139446	-0.000788689	0.000150204	0.000179005	-0.000711584
321	0.000269127	0.000215101	0.000769901	-0.00141129	-0.000866747	-0.000129747	-7.25E-05	-0.000694084
322	0.000123167	0.000117254	0.000641251	-0.00120564	-0.000727463	-0.00023241	-0.000216246	-0.000540018
323	9.05E-05	8.06E-05	0.000601482	-0.000888872	-0.0004807	-0.000170803	-0.000229979	-0.000336313
324	9.34E-05	5.94E-05	0.000588799	-0.000619841	-0.000285959	-6.66E-05	-0.000212002	-0.000168037
325	9.79E-05	7.27E-05	0.00059824	-0.000464249	-0.000192928	-3.96E-06	-0.000196743	-8.59E-05
326	0.000122356	0.000105286	0.000625277	-0.000379562	-0.000143051	3.27E-05	-0.000170565	-3.65E-05
327	0.000122595	0.000117636	0.00064435	-0.000352192	-0.000129271	4.23E-05	-0.000162935	-3.09E-05
328	0.000154161	0.000133991	0.000667763	-0.000311327	-9.50E-05	7.80E-05	-0.000128603	-8.01E-06
329	0.000174952	0.000137711	0.000670481	-0.000290728	-7.77E-05	9.79E-05	-0.000109529	6.20E-06
330	0.000160837	0.000129509	0.000661135	-0.000306559	-9.15E-05	8.38E-05	-0.000122881	-1.86E-06
331	0.000148296	0.000120831	0.000650358	-0.00032258	-0.000103807	6.93E-05	-0.000135279	-1.08E-05
332	0.000129604	0.000118208	0.000649834	-0.000342321	-0.000121212	5.11E-05	-0.000154591	-2.63E-05
333	0.000155354	0.000134468	0.000667429	-0.000312042	-9.50E-05	7.87E-05	-0.000127888	-7.34E-06
334	0.000175667	0.000138378	0.000671053	-0.000291061	-7.72E-05	9.69E-05	-0.000109005	7.77E-06
335	0.000163269	0.000130463	0.000661755	-0.000305891	-9.13E-05	8.23E-05	-0.000122404	-2.77E-06
336	0.000149298	0.000121593	0.000652409	-0.000321531	-0.000102806	6.84E-05	-0.000135136	-9.73E-06
337	0.000128984	0.000118065	0.000652027	-0.000342894	-0.000120544	4.87E-05	-0.000153971	-2.65E-05
338	0.0001544	0.000132704	0.000668049	-0.000312853	-9.50E-05	7.64E-05	-0.000127983	-9.58E-06
339	0.000174761	0.000137615	0.000670099	-0.00029192	-7.89E-05	9.68E-05	-0.000109673	7.10E-06
340	0.000162649	0.00013051	0.000661325	-0.000306559	-9.21E-05	8.41E-05	-0.000122881	-3.43E-06
341	0.000149918	0.000120544	0.000651979	-0.000322056	-0.000103951	7.09E-05	-0.000134659	-1.17E-05
342	0.000129509	0.000118303	0.000650215	-0.000341606	-0.000121307	5.12E-05	-0.000154066	-2.75E-05
343	0.00015564	0.000132895	0.000667715	-0.000311184	-9.50E-05	7.80E-05	-0.000128555	-8.63E-06
344	0.000174236	0.000137043	0.000670862	-0.0002913	-7.74E-05	9.66E-05	-0.000110006	7.06E-06
345	0.000162029	0.0001297	0.000661612	-0.000305843	-9.10E-05	8.36E-05	-0.000122547	-2.34E-06
346	0.000150108	0.000121546	0.000652122	-0.000321245	-0.000102758	7.07E-05	-0.000134897	-1.16E-05
347	0.000128126	0.000118732	0.000651407	-0.000344229	-0.000121975	5.06E-05	-0.000155926	-2.78E-05
348	0.00015378	0.000132561	0.000668192	-0.000314474	-9.64E-05	7.76E-05	-0.000130701	-1.03E-05
349	0.000175142	0.000136852	0.000671434	-0.000291491	-7.84E-05	9.62E-05	-0.000110912	5.96E-06
350	0.000162029	0.00012846	0.00066247	-0.000306368	-9.15E-05	8.24E-05	-0.000122643	-3.05E-06
351	0.000151157	0.000120449	0.000652981	-0.000320816	-0.000102949	7.10E-05	-0.000133801	-1.13E-05
352	0.000128508	0.000118303	0.000650167	-0.000343084	-0.00012207	5.12E-05	-0.000153923	-2.82E-05
353	0.000154638	0.000132418	0.000667334	-0.000313807	-9.68E-05	7.76E-05	-0.000128984	-8.68E-06
354	0.000174332	0.000137949	0.000670433	-0.000291157	-7.79E-05	9.71E-05	-0.000109482	6.15E-06
355	0.000162792	0.000130367	0.00066247	-0.000305033	-9.16E-05	8.43E-05	-0.000122166	-1.62E-06
356	0.000150967	0.00012188	0.000654268	-0.000317812	-0.000100517	7.35E-05	-0.000133371	-8.77E-06
357	0.000137043	0.000127888	0.000660658	-0.000327682	-9.71E-05	7.25E-05	-0.000143242	-2.27E-05
358	0.000175047	0.000157261	0.000693226	-0.000280905	-3.66E-05	0.000126743	-9.99E-05	4.63E-06
359	0.00020895	0.000176716	0.000715828	-0.00023942	1.68E-05	0.00017767	-6.01E-05	2.95E-05
360	0.000212145	0.000181627	0.000723982	-0.000232029	4.17E-05	0.00019536	-5.17E-05	3.01E-05
361	0.000215006	0.000190639	0.000735617	-0.000224066	7.06E-05	0.000216579	-4.30E-05	3.21E-05
362	0.000211763	0.000202703	0.000752783	-0.000224161	9.11E-05	0.000228071	-4.46E-05	2.59E-05
363	0.000250816	0.00023036	0.000786591	-0.000174952	0.00015502	0.000285006	-1.43E-07	5.47E-05
364	0.000288057	0.000251675	0.00081234	-0.000130606	0.000214767	0.00033946	4.16E-05	8.28E-05
365	0.000291395	0.000259542	0.000823069	-0.000121927	0.000237846	0.000357533	5.04E-05	8.23E-05
366	0.000293207	0.000262976	0.000829601	-0.00011673	0.000263691	0.000376701	5.76E-05	8.39E-05
367	0.00028491	0.000274181	0.000843906	-0.000121784	0.000278759	0.000385618	5.53E-05	7.44E-05
368	0.000322008	0.000303411	0.000877523	-7.59E-05	0.000336266	0.000437927	9.54E-05	0.000100565
369	0.000357056	0.000320148	0.000895548	-3.30E-05	0.00038662	0.000485325	0.00013237	0.000126553
370	0.000353479	0.000323725	0.000901604	-3.25E-05	0.00040102	0.000493813	0.000135756	0.000124168
371	0.000352192	0.000324059	0.000902367	-3.40E-05	0.000414324	0.000500154	0.000136566	0.000122261
372	0.000340605	0.000329113	0.000910854	-4.60E-05	0.000413704	0.000498581	0.000125456	0.000110388
373	0.000370216	0.000351858	0.000936127	-8.68E-06	0.000454283	0.000538397	0.000159073	0.000133038
374	0.000398588	0.000359058	0.000945473	2.27E-05	0.000487947	0.00057044	0.000186968	0.00015254
375	0.000388002	0.000354099	0.000940609	1.14E-05	0.000483465	0.000563526	0.000178576	0.000143194
376	0.000377226	0.000345898	0.000931787	-2.53E-06	0.000474358	0.000551271	0.000167799	0.000134993
377	0.000354195	0.000341845	0.00092845	-2.64E-05	0.000453377	0.000529385	0.000145817	0.000118923
378	0.000376081	0.00035491	0.000942421	-5.72E-07	0.000471163	0.000550508	0.000165987	0.000135326
379	0.000395584	0.00036006	0.000944424	1.96E-05	0.000480604	0.000564432	0.000184107	0.000151205
380	0.00037756	0.000347567	0.000930119	-3.81E-06	0.000454187	0.000539827	0.000163507	0.000137854
381	0.000357962	0.000328732	0.000909615	-2.75E-05	0.000425863	0.000509548	0.000142622	0.000126648
382	0.00032444	0.000317097	0.000894737	-6.36E-05	0.000381136	0.000468493	0.000109529	0.000101328
383	0.000338554	0.000319958	0.000899649	-5.03E-05	0.000379038	0.000473452	0.000118303	0.000112438
384	0.000349951	0.000314283	0.000890303	-4.29E-05	0.000371885	0.000470829	0.000125074	0.000122452
385	0.000325394	0.00029335	0.000865507	-7.55E-05	0.000327206	0.000432634	9.60E-05	0.000104141
386	0.000301409	0.00027113	0.000837851	-0.000106096	0.00028224	0.00039196	6.76E-05	8.93E-05
387	0.000263929	0.00025363	0.000817633	-0.000148535	0.000225067	0.000339651	2.75E-05	6.14E-05
388	0.000270748	0.000251961	0.000814915	-0.000144529	0.000211763	0.000331545	2.98E-05	6.71E-05
389	0.000281	0.000242901	0.000801229	-0.000140381	0.000194693	0.000322628	3.22E-05	7.62E-05
390	0.000253439	0.000221395	0.000773144	-0.000176525	0.000141525	0.000276566	-3.81E-07	5.68E-05
391	0.000226402	0.000200462	0.000745869	-0.000212002	9.17E-05	0.000233126	-3.11E-05	3.85E-05
392	0.000186634	0.00017767	0.000720549	-0.000259829	3.09E-05	0.00017767	-7.40E-05	1.04E-05
393	0.000193167	0.000176859	0.000719452	-0.000255299	1.47E-05	0.000168753	-7.33E-05	1.76E-05
394	0.000203562	0.000167704	0.00070591	-0.000250769	-1.29E-06	0.000160885	-6.99E-05	2.59E-05
395	0.000179434	0.000146627	0.000680208	-0.000281858	-5.05E-05	0.000119352	-0.000101185	7.20E-06
396	0.000157022	0.0001266	0.000657511	-0.000311995	-9.16E-05	8.25E-05	-0.000128078	-7.20E-06
397	0.000130701	0.000118494	0.000649309	-0.0003438	-0.000121021	5.03E-05	-0.000155258	-2.66E-05
398	0.000152826	0.000132227	0.000665665	-0.000318146	-9.83E-05	7.39E-05	-0.000132656	-1.17E-05
399	0.000176239	0.000137472	0.000671434	-0.000290918	-7.72E-05	9.69E-05	-0.000109959	7.30E-06
400	0.00016427	0.000131035	0.000662518	-0.000303364	-8.90E-05	8.59E-05	-0.000120735	-1.14E-06
401	0.000153637	0.000122499	0.000653696	-0.000317621	-0.000100565	7.31E-05	-0.000132132	-9.11E-06
402	0.00012908	0.000116634	0.000649929	-0.000343084	-0.000122166	4.96E-05	-0.000154972	-2.76E-05
403	0.000149775	0.000130987	0.00066576	-0.000317192	-9.89E-05	7.31E-05	-0.000132751	-1.24E-05
404	0.000173998	0.000137758	0.000673342	-0.0002913	-7.75E-05	9.69E-05	-0.000109911	6.77E-06
405	0.000163126	0.000131702	0.000664186	-0.000304413	-8.91E-05	8.42E-05	-0.000121927	-2.34E-06
406	0.000152493	0.000122404	0.000653696	-0.000318241	-0.00010047	7.21E-05	-0.000132561	-8.87E-06
407	0.000129032	0.000117111	0.000649023	-0.000343275	-0.000121069	4.96E-05	-0.00015521	-2.75E-05
408	0.000150108	0.000130939	0.00066576	-0.000317478	-9.84E-05	7.17E-05	-0.000132751	-1.20E-05
409	0.000175047	0.000136662	0.000671816	-0.000290155	-7.67E-05	9.64E-05	-0.000109863	7.10E-06
410	0.000164461	0.000129843	0.000663567	-0.000302649	-8.97E-05	8.45E-05	-0.000120163	-4.77E-07
411	0.000152826	0.000122023	0.000654173	-0.000317526	-9.99E-05	7.21E-05	-0.000130939	-8.73E-06
412	0.000128555	0.000117302	0.000649261	-0.00034256	-0.000121355	4.93E-05	-0.000155401	-2.76E-05
413	0.000149298	0.000130558	0.000666189	-0.000317907	-9.86E-05	7.26E-05	-0.000133991	-1.35E-05
414	0.000173759	0.000137424	0.000671673	-0.000290585	-7.57E-05	9.68E-05	-0.000108767	6.48E-06
415	0.000162029	0.000131178	0.000663137	-0.000303841	-8.90E-05	8.47E-05	-0.000120544	-2.62E-06
416	0.000151682	0.000122738	0.000653696	-0.000317144	-0.000100756	7.29E-05	-0.000130987	-9.11E-06
417	0.000128269	0.000115919	0.000649261	-0.000342178	-0.000122356	5.01E-05	-0.000154114	-2.76E-05
418	0.000148726	0.000129652	0.000665617	-0.000317907	-0.000101185	7.12E-05	-0.000133371	-1.28E-05
419	0.000173759	0.000137424	0.000672197	-0.000291204	-7.75E-05	9.57E-05	-0.000109673	5.96E-06
420	0.000162888	0.000131178	0.000662947	-0.000303555	-8.99E-05	8.53E-05	-0.000121117	-1.62E-06
421	0.000151825	0.000122499	0.000653505	-0.000317574	-0.000101185	7.30E-05	-0.000132656	-8.96E-06
422	0.000127888	0.000116634	0.000649786	-0.000342369	-0.000122976	4.97E-05	-0.000155497	-2.77E-05
423	0.000148392	0.000131321	0.000665617	-0.000319624	-0.000101566	7.18E-05	-0.000134563	-1.36E-05
424	0.000174904	0.000137854	0.00067277	-0.000291634	-7.77E-05	9.84E-05	-0.000109148	6.91E-06
425	0.000163937	0.000130987	0.000664902	-0.000304556	-8.91E-05	8.54E-05	-0.000119638	-1.72E-06
426	0.000153351	0.000122929	0.000655365	-0.000317287	-9.98E-05	7.29E-05	-0.000130844	-8.77E-06
427	0.000129271	0.000116873	0.000649595	-0.000342703	-0.000122356	4.95E-05	-0.000154591	-2.81E-05
428	0.000149107	0.00013051	0.000665379	-0.000318813	-0.000101376	7.18E-05	-0.000134134	-1.30E-05
429	0.000174236	0.000138712	0.000671625	-0.000291681	-7.81E-05	9.63E-05	-0.000109863	5.20E-06
430	0.000163746	0.00013051	0.000664282	-0.0003057	-9.03E-05	8.49E-05	-0.000120735	-1.62E-06
431	0.000153494	0.000123072	0.000654602	-0.00031805	-9.96E-05	7.48E-05	-0.000130892	-7.72E-06
432	0.000129557	0.000117731	0.000649643	-0.000342846	-0.000121355	5.05E-05	-0.000154829	-2.81E-05
433	0.000148821	0.000130796	0.000664663	-0.000318575	-0.000102186	7.12E-05	-0.000135469	-1.48E-05
434	0.00017519	0.000137997	0.000671768	-0.000291204	-7.82E-05	9.68E-05	-0.00011034	5.82E-06
435	0.000164652	0.000130224	0.00066433	-0.000304079	-9.00E-05	8.55E-05	-0.000121307	-2.00E-06
436	0.000154209	0.000122023	0.000655031	-0.000316858	-9.98E-05	7.41E-05	-0.000131226	-8.87E-06
437	0.000129795	0.000115776	0.000649929	-0.000340891	-0.000120831	5.14E-05	-0.000153208	-2.75E-05
438	0.0001472	0.000129128	0.000665426	-0.000319624	-0.000101614	7.16E-05	-0.000135422	-1.41E-05
439	0.000173569	0.000138092	0.000671768	-0.000291538	-7.87E-05	9.65E-05	-0.000111341	5.44E-06
440	0.000164652	0.000131369	0.00066371	-0.000304127	-9.02E-05	8.44E-05	-0.000120878	-2.57E-06
441	0.000154781	0.000123549	0.000655699	-0.000316477	-9.96E-05	7.41E-05	-0.000129986	-8.92E-06
442	0.000128651	0.000116777	0.000648642	-0.000342321	-0.000121641	5.00E-05	-0.000154686	-2.75E-05
443	0.000148249	0.000130415	0.00066371	-0.000320053	-0.000101519	7.02E-05	-0.000136375	-1.56E-05
444	0.000175667	0.000137377	0.000673103	-0.000291634	-7.64E-05	9.72E-05	-0.000110531	6.25E-06
445	0.00016613	0.00013032	0.000664711	-0.00030365	-8.73E-05	8.68E-05	-0.000120258	-1.05E-06
446	0.000155449	0.000123501	0.000654697	-0.000317001	-9.92E-05	7.45E-05	-0.000129986	-9.11E-06
447	0.000130796	0.000116348	0.000648212	-0.000343084	-0.000120449	5.08E-05	-0.000154305	-2.77E-05
448	0.000147867	0.000130081	0.000664043	-0.000321484	-0.000102329	7.12E-05	-0.000136805	-1.31E-05
449	0.000174475	0.000138474	0.000672626	-0.000291586	-7.86E-05	9.76E-05	-0.00011034	6.87E-06
450	0.000164223	0.000131845	0.000665045	-0.000303125	-8.90E-05	8.68E-05	-0.000119352	-5.72E-07
451	0.000154018	0.000123549	0.00065465	-0.000315952	-9.84E-05	7.53E-05	-0.000130367	-7.68E-06
452	0.000129318	0.000116873	0.000649118	-0.000342798	-0.000121737	5.14E-05	-0.000154495	-2.69E-05
453	0.000146675	0.000128841	0.000663948	-0.000321198	-0.000103331	6.99E-05	-0.000136852	-1.54E-05
454	0.000174427	0.000138044	0.000671482	-0.000290585	-7.76E-05	9.84E-05	-0.000109816	5.77E-06
455	0.000164413	0.000130939	0.000663137	-0.000303125	-8.84E-05	8.69E-05	-0.000119925	-1.57E-06
456	0.000154686	0.000123549	0.000655222	-0.000316429	-9.84E-05	7.47E-05	-0.000130129	-7.96E-06
457	0.000129414	0.000117636	0.000649118	-0.000342703	-0.000121164	5.07E-05	-0.000154829	-2.78E-05
458	0.00015049	0.000134706	0.000668764	-0.000317144	-9.75E-05	7.38E-05	-0.000132322	-1.22E-05
459	0.000190783	0.00015564	0.000692272	-0.000274754	-5.61E-05	0.00011692	-9.03E-05	1.88E-05
460	0.000197649	0.000161362	0.000704384	-0.000269365	-4.97E-05	0.000124264	-8.13E-05	2.16E-05
461	0.000202131	0.000167036	0.000716257	-0.000265837	-4.07E-05	0.000130844	-7.21E-05	2.79E-05
462	0.000191689	0.00017457	0.000729036	-0.000275373	-4.15E-05	0.00012846	-7.51E-05	1.94E-05
463	0.000222349	0.000200462	0.000763655	-0.000241137	-7.20E-06	0.000164986	-4.04E-05	4.09E-05
464	0.000260639	0.000219727	0.000789642	-0.000195789	3.26E-05	0.000206709	8.58E-07	7.16E-05
465	0.000262594	0.000222397	0.000794601	-0.000195932	3.61E-05	0.000209808	4.01E-06	7.14E-05
466	0.000260592	0.000224638	0.000796223	-0.000201702	3.52E-05	0.00020771	3.15E-06	7.24E-05
467	0.000243282	0.000219774	0.000794554	-0.000220633	1.83E-05	0.000190496	-1.38E-05	5.65E-05
468	0.000259829	0.000231552	0.000811386	-0.00019927	3.94E-05	0.000211287	5.48E-06	6.93E-05
469	0.000282478	0.000239182	0.00081687	-0.000174284	5.85E-05	0.000231457	2.56E-05	8.76E-05
470	0.000267124	0.00022707	0.000800514	-0.000192451	3.94E-05	0.000213718	8.58E-06	7.49E-05
471	0.000246954	0.000208569	0.00077734	-0.000213623	1.87E-05	0.000192928	-1.22E-05	6.05E-05
472	0.000212097	0.000192022	0.000755501	-0.000253534	-1.82E-05	0.000154686	-5.02E-05	3.32E-05
473	0.000215197	0.000192213	0.000753069	-0.000248528	-1.61E-05	0.000156069	-4.90E-05	3.38E-05
474	0.000228596	0.000188017	0.00074234	-0.000233936	-1.04E-05	0.000163364	-4.33E-05	4.56E-05
475	0.000203276	0.000168276	0.000713921	-0.000262785	-4.12E-05	0.000132513	-7.31E-05	2.65E-05
476	0.000177765	0.000147057	0.000684166	-0.000291634	-6.97E-05	0.000102854	-0.000101137	8.63E-06
477	0.000140285	0.000125837	0.000658655	-0.000332642	-0.000109482	6.16E-05	-0.000142384	-2.01E-05
478	0.000147009	0.000129557	0.000663805	-0.000322151	-0.000102472	6.94E-05	-0.000136566	-1.54E-05
479	0.000174236	0.000137711	0.00067296	-0.000291538	-7.73E-05	9.67E-05	-0.000110102	7.06E-06
480	0.000165224	0.000130939	0.00066452	-0.000302172	-8.76E-05	8.67E-05	-0.000119209	9.06E-07
481	0.000154161	0.000123024	0.00065527	-0.00031476	-9.86E-05	7.59E-05	-0.000130367	-7.34E-06
482	0.000129843	0.000117445	0.000648689	-0.000342798	-0.00012207	5.15E-05	-0.000154734	-2.66E-05
483	0.000144434	0.000129843	0.000663948	-0.000323248	-0.000104856	6.85E-05	-0.00013957	-1.60E-05
484	0.000172424	0.000139189	0.000672388	-0.000292444	-7.85E-05	9.66E-05	-0.000111675	4.77E-06
485	0.000165033	0.000131989	0.000664759	-0.000302839	-8.95E-05	8.75E-05	-0.000120163	-1.00E-06
486	0.000155163	0.000123549	0.000655413	-0.000315523	-9.98E-05	7.56E-05	-0.000129986	-6.72E-06
487	0.000129128	0.000116491	0.000647545	-0.000342894	-0.000121546	5.13E-05	-0.000154448	-2.69E-05
488	0.000145054	0.000128174	0.0006639	-0.000324392	-0.000105	6.82E-05	-0.000138617	-1.77E-05
489	0.000175285	0.000137138	0.000672483	-0.000292587	-7.81E-05	9.63E-05	-0.000111055	4.53E-06
490	0.000166225	0.00013175	0.000663662	-0.00030303	-8.75E-05	8.75E-05	-0.000120211	-1.14E-06
491	0.000155401	0.000124121	0.000654984	-0.000314999	-9.75E-05	7.64E-05	-0.00012989	-7.53E-06
492	0.000130701	0.000116777	0.000648308	-0.000341415	-0.000120497	5.08E-05	-0.000153303	-2.57E-05
493	0.000145102	0.000128555	0.000663805	-0.000323772	-0.00010438	6.69E-05	-0.000139046	-1.61E-05
494	0.000174093	0.000138426	0.000672722	-0.000292015	-7.71E-05	9.64E-05	-0.000110912	5.34E-06
495	0.000165796	0.000131893	0.000664759	-0.000302601	-8.75E-05	8.68E-05	-0.000118113	4.77E-08
496	0.000153255	0.00012269	0.000653887	-0.000314903	-9.93E-05	7.50E-05	-0.000130129	-8.39E-06
497	0.00011344	0.000106049	0.000631857	-0.000346661	-0.000135946	4.43E-05	-0.000169277	-2.83E-05
